,Purpose Code,Categorization
5740,IE-MAFFEI-CANDIDATE BOOKS,field
5741,PRINT 15TH CD POSTCARD,media
5742,RADIO AIRTIME-DENNY REHBERG,media
5743,ONLINE DIGITAL ADVERTISING,digital
5744,WEB AD PLACEMENT (BRUCE BRALEY - VOTE NEWS CLIP VIDEO 1),digital
5745,PRINT AD PLACEMENT (DEFEAT ORMAN),media
5746,PERIODICAL MAILING HOUSE HANDLING,administrative
5748,POSTCARD,administrative
5749,DIGITAL WEB AD PRODUCTION  (OBAMACARE),digital
5750,REIMBURSED CREDIT CARD - SEE MEMOS,administrative
5751,"MEDIA SUPPORTING TODD YOUNG, AUGUST 28 - SEPTEMBER 7",media
5752,TV ADS 'AGAINST US',media
5754,DIRTY DOZEN ANNOUCEMENT,media
5757,TELEVISION PRODUCTION OF 'CAMPAIGN',media
5758,POSTAGE FOR RECEIPTS,administrative
5759,ESTIMATE OF JULY MONTHLY POLITICAL ADVOCACY CALLS,field
5760,RADIO MEDIA BUY - 'GASTOS Y EMPLEOS' & 'SPENDING & JOBS' 10/28/2010,media
5761,CREATIVE AND POSTAGE FUNDRAISING MAIL,fundraising
5764,IE-GALLAGHER-ONLINE ADS,digital
5765,REGISTER TO VOTE,field
5766,HANDBILLS (DISSEMINATED 11/1),field
5767,SHIP CAMPAIGN MATERIALS TO VILLAGE (REIMBURSE G. BRINGHURST),administrative
5768,LIVE TELEPHONE CALLS,field
5769,RADIO ADS -  FLOTUS NEED,media
5770,FOOD FOR PHONE BANK,field
5771,WEBSITE DEVELOPMENT & DATA COLLECTION INTERFACE,digital
5772,MAIL TEST SURVEYS,polling
5774,EVENT,administrative
5775,RADIO ADVERTISING 10/30-11/1,media
5776,MAIL PRODUCTION PRINTING POSTAGE (HAGAN 4),fundraising
5777,POSTAGE FOR MAILERS (EX-IM (CORPORATE WELFARE)),administrative
5778,STAFF TIME FOR TWITTER AND FACEBOOK (10/7/12-10/13/12),digital
5779,DIRECT MAIL POSTAGE - ALSO OPPOSES RUBIO KASICH AND CHRISTIE,fundraising
5780,TV AD 'BEHIND',media
5781,CANVASS LIT-ESTIMATED COSTS,field
5782,"UFCW FOR OBAMA BUMPER STICKERS, BUTTONS,",administrative
5783,AGAIN PRODUCTION\TTV PRODUCTION,media
5784,"MAGAZINE ARTICLE, PRINTING AND SHIPPING (NATIONALLY DISSEMINATED)",media
5785,SOCIAL MEDIA PRODUCTION & PLACEMENT: NEW HAMPSHIRE ENDORSEMENT,digital
5786,2/10-2/23 CABLE ADVERTISING,media
5787,TV/MEDIA PRODUCTION DISTRIBUTION,media
5788,SOCIAL MEDIA COMMUNICATION,digital
5789,DOOR HANGER -- MICHIGAN; ALSO OPPOSES BARACK OBAMA,field
5790,TAXI ADVERTISING,media
5791,DIRECT MAIL - POSTAGE,fundraising
5792,TELEVISION - AD PRODUCTION,media
5793,IE-STENBERG-STAFF & OVERHEAD,administrative
5794,PRO-CONNOLLY MESSAGING/COMMUNICATION DEV,media
5795,VIDEO PRODUCTION FOR WEB SITE,digital
5796,PRODUCTION AND TIME BUY FOR TV MEDIA,media
5797,DIGITAL MESSAGING AND OUTREACH CONSULTING,digital
5798,IE-PRINTING/POSTAGE-COFFMAN,fundraising
5799,NEWSPAPER AD  - NY,media
5800,PRODUCTION COST OF TV AD,media
5801,RADIO AD PRODUCTION & PLACEMENT: BIGGERT,media
5802,ADVERTISING-MOBILE BILLBOARDS,digital
5803,IE-LANDRY-VOTER CALLS,field
5804,IE-HATCH-EST. STAFF & ADMIN,administrative
5805,ESTIMATE OF EMAIL LIST RENTAL EMAIL DEPLOYMENT AND ONLINE VOTER CONTACT,digital
5806,TV AD PLACEMENT (FLOOD OF LIES),media
5807,BAGGAGE CHECK,travel
5808,POSTAGE FOR MAILERS ('ROSS KEEPING NC DOWN'),administrative
5809,SOCIAL MEDIA PRODUCTION: FED UP,digital
5810,PRINTING - BISHOP THE SPENDIFICENT,administrative
5811,AD DISTRIBUTION,media
5812,PHOTOCOPYING OF VOTER GUIDE THOMAS MILLS,field
5813,PRINT AD DESIGN (DEFEAT BEGICH 2),media
5814,MAILER (BAYH HEADLINE MAILER 1),fundraising
5815,"TELEVISION AND DIGITAL MEDIA SUPPORTING PAT TOOMEY, JUNE 2 - JUNE 22.",digital
5816,ONLINE BANNER ADVERTISING,digital
5818,TONER FOR COPIES,administrative
5819,DIGITAL MEDIA PRODUCTION/PLACEMENT- NORTH CAROLINA,digital
5820,DIGITAL ADVERTISNG,digital
5821,TV ADVERTISING (PRODUCTION),media
5822,CREATION COST - MAIL PIECE 3,media
5823,STAFFTIME ON VOTER CONTACT PROGRAM,field
5824,3 WEEKS OF RADIO IN TUCSON MARKET,media
5826,TV MEDIA BUY - 'GREAT FALLS',media
5827,HRC RALLY SIGNS - HOFSTRA 2016 DEBATE,field
5828,IE-O'DONNELL-ONLINE PROCESSING,digital
5829,TV ADVERTISING (PLACEMENT),media
5830,TV AD--,media
5831,FIELD CANVASS POLLING,polling
5832,TELEVISION ADVERTISING & PRODUCTION OF BEFORE.,media
5833,PRINTING - ESTIMATE - 'BGTX ENGLISH',administrative
5834,RADIO AD: PRODUCTION AND MEDIA BUY,media
5835,BOOST POSTS,digital
5836,IE-TOOMEY-EMAIL USAGE,digital
5837,IN-KIND: EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 9/1-9/30/12,field
5838,FACEBOOK ADVERTISEMENTS,digital
5839,ESTIMATE: RENTAL CAR,travel
5840,IE-DEVORE-EMAIL BLAST,digital
5841,GET OUT THE VOTE TELEPHONE CALLS,field
5842,TV PRODUCTION OF 'MEANS',media
5843,MEDIA PRODUCTION: ALSO OPPOSE HILLARY CLINTON,media
5844,TELEVISION ADVERTISING OF WANTED,media
5845,MAILING LISTS FOR POSTCARD MAILING,fundraising
5846,ESTIMATED COST FOR CAMPAIGN MANAGEMENT SERVICES 5/5-5/15,consulting
5847,TV COMMUNICATION,media
5848,DIGITAL AD/PRODUCTION,digital
5849,BUS TOUR ADVERTISING,media
5850,CONSULTANTS - CANVASS,consulting
5851,POSTAGE - KIRKPATRICK THE SPENDIFICENT,administrative
5852,IE-HELLER-WALKING MAPS,field
5853,ONLINE AD COSTS,digital
5854,"TV ADVERTISEMENT DELIVER SUPPORTING THAD COCHRAN, 6/13/14 - 6/24/14.",media
5855,SEARCHING PLACEMENT TV,media
5856,IE-CASEY-MEDIA BUY,media
5857,TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION AND BUYS - GUNS INTERNET,digital
5858,LAPEL STICKERS AND SHIRTS FOR CANVASSERS NC,administrative
5859,TELEVISION ADVERTISEMENT - NATIONALLY DISTRIBUTED,media
5860,TV AD PROD/PLACE,media
5861,PRESS RELEASE ADVERTISEMENT 'DEBT',media
5862,WEB AD PLACEMENT (1979),digital
5863,IE-MCCAIN-VOTER CALLS,field
5864,BAGGIES FOR PALM PILOTS,field
5865,IE-MCCAIN-ONLINE ADS,digital
5866,INVOICE # 84698 - MARK CRITZ HARD HAT STICKERS,administrative
5867,TELEVISION AD PRODUCTION AND MEDIA BUY - ITS GOOD,media
5868,INTERNET AD PRODUCTION COSTS,digital
5869,"TV, RADIO & DIGITAL ADS TO BE BROADCAST 10/14 &10/17",digital
5870,RADIO AD - ENOUGH,media
5871,DELIVERY OF MAILING (FUEL),administrative
5872,RADIO AD/PRODUCTION,media
5873,CONSULTING & POLLING FOR VOTER CONTACT,consulting
5874,VOLUNTEER MOBILIZATION CAMPAIGN CONSULTING,consulting
5875,ON-LINE BUY,digital
5876,"UFCW FOR OBAMA WINDOW CLINGS, BUMPER STI",administrative
5877,PAPER PENS POSTERBOARD POST-ITS,administrative
5878,IE-WALSH-EST. STAFF & OVERHEAD,administrative
5879,ESTIMATE OF DECEMBER MONTHLY EXTERNAL DEPLOYMENT COSTS,administrative
5880,POSTAGE - 11TH CD FLIER,administrative
5881,PRODUCTION & LAUNCH OF ONLINE AD,digital
5882,DONOR LIST MODELING ESTIMATE OF DM OPPOSING HILLARY CLINTON. DMS SENT ON 2/12/16.,fundraising
5883,PHOTOGRAPHER - EVENT,administrative
5884,ONLINE AD DESIGN,digital
5885,"ESTIMATED COST:  SALARY, BENEFITS & OTHER CANVASS RELATED EXPENSES FROM 10/11-10/15",field
5886,IE-MACK-GRASSROOTS TRAINING,field
5887,POSTAGE - 3RD CD FLIER,administrative
5888,TV AD PRODUCTION & BUY,media
5889,COPYWIRTING & ART,administrative
5890,TELEVISION PRODUCTION AND MEDIA BUY - CHARACTER,media
5891,DIGITAL ADVERTISING AND WEBSITE,digital
5893,LUMP PAYMENT FOR CANVASSING AND DISTRIBUTING MATERIALS FROM 8/13/12-8/26/12,field
5894,IE-ANGLE-EMAIL USAGE,digital
5895,REDFORD APPEAL - COPYWRITING,media
5896,TV MEDIA BUYS,media
5897,INTERNET ADVERTISING & WEBSITE,digital
5898,RADIO ADVERTISING (PLACEMENT),media
5899,PALMCARDS,media
5900,STAFF TIME FOR PHONE BANK,field
5901,COPIES FOR PHONE BANKING; 9/1 - 9/30.,field
5902,RADIO ADS -  ENOUGH,media
5903,DIGITAL ADVERTISING (PLACEMENT),digital
5904,TELEVISION PRODUCTION OF 'EARTH' - ESTIMATE,media
5905,TICKET ROLL AND FIRE TABLET,administrative
5906,"FEDERAL BROADCAST AD PRODUCTION, DEVELOPMENT AND BUY",media
5907,OFFICE EXPENSES FOR FIELD PROGRAM;7/1 - 7/31,field
5909,TV/CABLE PLACEMENT,media
5910,OCTOBER-NOVEMBER AD CAMPAIGN - ONLINE ADS,digital
5911,"TV AND DIGITAL ADVERTISEMENT JACKPOT AGAINST WOODY WHITE, 4/30 - 5/6.",digital
5912,LUNCH WITH SPEAKER FOR PRESS CONFERENCE,administrative
5913,IE-LANDRY-WALKING MAPS,field
5914,PAYROLL & BENEFITS - STOP TRUMP (ESTIMATED),administrative
5915,STAFF TIME ASSOCIATED WITH COMMANDER IN CHIEF,administrative
5916,TV AD PLACEMENT (MCGINTY CORPORATE SUBSIDIES),media
5918,"POSTAGE, 4TH CD FLIER",administrative
5920,ADVERTISING11/3-5,media
5921,"TV AND DIGITAL ADVERTISEMENT POWER SPANISH OPPOSING MARK UDALL, 10/22 - 11/4.",digital
5922,PRODUCTION AND EDITING SERVICES FOR PHONE BANK,field
5923,NEWSPAPER PRINT AD,media
5924,ESTIMATED COST FOR PHONE BANKING,field
5925,IE-CASEY-VOTER MAILING,field
5926,IE-MANESS-MAIL PROCESSING,administrative
5927,PHONE BANK INKIND,field
5928,AD CREATION AND PURCHASE OF SOCIAL MEDIA ADS FOR 9/6 - 9/13,digital
5929,ESTIMATED COST FOR MEDIA PRODUCTION SERVICES AND EQUIPMENT RENTAL,media
5930,9/27 TO 9/30 RADIO ADVERTISING,media
5931,MEDIA BUY AND PRODUCTION (ALSO OPPOSES JOE BACA),media
5932,RADIO ADS - ENOUGH,media
5933,AD PRODUCTION FOR AD RUN ON 03/04/12,media
5934,VOTER CONTACT MAIL PRODUCTION & POSTAGE: 'HISPANIC BILINGUAL B2',field
5935,PAID DISTRIBUTIONTRAVEL EXPENSES- ANOTHER FEMINIST FOR HILLARY,travel
5936,IE-RORABACK-MEDIA PRODUCTION,media
5937,DIRECT MAIL - PRINTING AND POSTAGE,fundraising
5938,IE-CRUZ-MEDIA BUY/PRODUCTION,media
5939,TELEPHONE CALLS - 11/04/2012,administrative
5941,DIGITAL PRODUCTION - ESTIMATE,digital
5942,SOCIAL MEDIA BUY -- NOT STATE SPECIFIC,digital
5943,DIRECT MAIL PRODUCTION - ALSO OPPOSES RUBIO,fundraising
5944,STAFF TIME - FIELD,field
5945,DIRECT MAIL PRODUCTION AND PLACEMENT,fundraising
5946,CAMPAIGN LITERATURE AND SHIPPING,field
5947,PARTNER FIELD CAMPAIGN,field
5949,TELEVISION AD DEVELOPMENT,media
5950,BLANK,administrative
5951,EQUIPMENT FOR CANVASSING,field
5952,IE-RADIO-WESTERMAN,media
5953,NEIGHBORS PRODUCTION,media
5954,IE-RATCLIFFE-DIRECT MAIL PRODUCTION,fundraising
5955,RADIO AD BOOKING AND AIR TIME.,media
5956,DIRECT MAIL - 10/16/2012,fundraising
5957,PHONE/MAIL COMMUNICATION,administrative
5958,BIRDS PRODUCTION\TTV PRODUCTION,media
5959,TV AD PRODUCTION & PLACEMENT: TIED,media
5960,POSTAGE MAIL #1,administrative
5961,PHONECALLS STARTING 5/25,field
5962,1/3 OF TV BUY,media
5963,CAMPAIGN LITERATURE AND MAILING; PAID DATE 05/19/2014; DISSEMINATION DATE 05/19/2014,field
5964,POSTCARD PRODUCTION AND POSTAGE,administrative
5965,STAFF TIME; 7/22 - 7/31,administrative
5966,BILLBOARD PRODUCTION,media
5967,DIRECT MAIL OF 'FINAL' - ESTIMATE,fundraising
5968,ESTIMATE OF NATIONWIDE TELEMARKETING CALLS SUPPORTING DONALD TRUMP. CALLS MADE FROM JUNE 1-14TH.,fundraising
5969,AUGUST/SEPTEMBER MONTHLY OUTBOUND CALLING COSTS,administrative
5970,IE-PRINTING-PORTMAN,administrative
5971,POSTAGE FOR MAILERS (EX-IM (CHINA/RUSSIA)),administrative
5972,DIRECT MAILING TO ACTIVE MEMBERS,fundraising
5973,TELECOMMUNICATIONS EQUIPMENT RENTAL,media
5974,ADDITIONAL SPANISH RADIO COMMERCIALS WIT,media
5975,5/5 TO 5/11 RADIO ADVERTISEMENT,media
5976,CAMPAIGN BUTTONS,field
5977,CANDIDATE RECORD MAILING,administrative
5978,IE-MCCONNELL-ESTIMATED STAFF & OVERHEAD,administrative
5979,REIMBURSEMENT OF INTERNET ON AIRPLANE FEE,travel
5980,PER DIEMS,administrative
5981,POSTAGE FOR MAIL PIECEE,administrative
5982,22 CASES FOR MINI IPADS VA,administrative
5983,ONLINE ADVERTISING 10/18-21,digital
5984,VOTER CONTACT COMMUNICATIONS (7/22 - 7/31/2012),field
5985,EVENT SPACE RENTAL,administrative
5986,CREATIVE PRODUCTION,media
5987,ADVERTISING: PERSONNEL FOR LIVE PHONE CALLS - IN-KIND,media
5988,PRODUCTIONN OF MAIL PIECE,media
5989,MAILING - QUIZ,polling
5990,DIRECT MAIL PRODUCTION/TELEMARKETING,fundraising
5991,SOCIAL MEDIA PRODUCTION: SMALL THINGS,digital
5992,PROJECTED MILEAGE REIMBURSEMENT FOR CANVASSERS ON OH 8/1-8/31,field
5993,ESTIMATED POSTAGE FEES,administrative
5994,IE-DESANTIS-DIRECT MAIL PRODUCTION,fundraising
5996,LIVE CALLS,field
5997,PRESS RELEASE DISTRIBUTION,media
5998,"TRAVEL, SALARY AND SUPPLIES FOR CANVASS",field
5999,TV AD PRODUCTION & PLACEMENT: FORM LETTERS,media
6000,FLORIDA FIRST STAFF EXPENSES (EXCEEDED $10K ON 10/1/2016),administrative
6001,ESTIMATED OUTBOUND VOTER CONTACT CALLS,field
6002,IE-CRUZ-EMAIL RENTAL,digital
6003,POSTCARD PRINT & PRODUCTION,administrative
6004,CANVESSING SALARIES & BENEFITS,field
6005,WEBSITE; 10/31 - 11/4 (ESTIMATE),digital
6006,TELEVISION ADS - THE CHOICE IS CLEAR - NON-CONTRIBUTION ACCOUNT,media
6007,MAIL FILE,fundraising
6008,DIRECT MAIL OF 'TRUCKLOAD',fundraising
6009,PRINTING AND MAILING ON 10/5,administrative
6010,TV & RADIO AD PRODUCTION - ESTIMATED COS,media
6011,DOOR TO DOOR CANVASS (10/21/16 TO 10/27/2016) ESTIMATED AMOUNT,field
6012,MAILERS - SPENDING CROMNIBUS,fundraising
6013,IE-MCDANIEL-DIRECT MAIL PROCESSING,fundraising
6014,WEB VIDEO ADVERTISING,digital
6015,CARD DESIGN,administrative
6016,ONLINE ADVERTISING - 01/16/2012,digital
6017,TV MEDIA BUY AND PRODUCTION,media
6018,P & ET CARD 9,administrative
6019,TV SPOT PRODUCTION,media
6020,IMPACT DIALING PHONE SERVICE,field
6021,"REIMBURSEMENT FOR MAGAZINE POSTAGE, NATIONALLY DISTRIBUTED - $1.11 PER STATE FOR 49 STATES",administrative
6022,TV AD PRODUCTION COSTS LAUGHABLE,media
6023,FOOD FOR PHONEBANKERS/CANVASSERS,administrative
6024,ADVERTISING - RADIO PRODUCTION,media
6025,:BETS: TV PRODUCTION AND MEDIA PURCHASE,media
6026,IE-DUCKWORTH-ONLINE ADS-ESTIMATED,digital
6027,SHAUN'S FLIGHT TO BOSTON & BAG FEE,travel
6028,RICHMOND-PODIUM,administrative
6029,IE-RADIO-RIGELL,media
6030,MEDIA PRODUCTION & PLACEMENT -- ORIGINAL REPORT WAS AN ESTIMATE,media
6031,TV AD PLACEMENT: TRICK-BRIGHT,media
6032,IE-COFFMAN-MEDIA BUY,media
6033,WEBSITE EXPENSES - ESTIMATE,digital
6034,IE-ERNST-MEDIA PRODUCTION,media
6035,ROBO CALLS AND DATA,field
6036,GOTV CALLING IN COLORADO,field
6037,PHONE MINUTES FOR CANVASSERS,field
6038,IE-WALSH-WALKING MAPS,field
6039,MEDIA PLACEMENT FOR NATIONAL BUY ON FOX NEWS-ALSO OPPOSE KASICH RUBIO AND CHRISTIE,media
6041,TV AD PRODUCTION EXPENSE,media
6042,MAILER [NOTE PAYMENT ON 2/24/16 IS AN ESTIMATE],fundraising
6043,"DIGITAL ADVERTISEMENT RANDY OWEN TILLIS ENDORSEMENT SUPPORTING THOM TILLIS, 10/25 - 11/4.",digital
6044,GASOLINE,travel
6045,SALARY AND BENEFITS FOR PART-TIME STAFF TO HELP MANAGE INDEPENDENT EXPENDITURES.,administrative
6046,PROMOTED TWEETS/TWITTER HANDLE,digital
6047,PRINTING AND PRODUCTION,administrative
6048,VOTER ID AND PERSUASION CANVASS OPERATION,field
6049,50% DIRECT MAIL COSTS FOR 04/19/12 MAILER (SUPPORTS CRITZ/OPPOSES ALTMIRE),fundraising
6050,ADVERTISING 2/1 NEVADA IE,media
6051,POSTAGE FOR MAILER,administrative
6054,WEB AD PLACEMENT (WHAT HAS UDALL DONE FOR YOU),digital
6055,COPYING COST FOR FLYERS  (PERIOD JULY 9 - AUG 15),administrative
6056,IE-DASHER-ONLINE PROCESSING,digital
6057,TV/RADIO PLACEMENT & PRODUCTION,media
6059,IE-FOSTER-WEB AD PRODUCTION,digital
6060,"MEDIA OPPOSING EVAN BAYH, AUGUST 28 - SEPTEMBER 7",media
6061,ESTIMATED CANVASS PAYROLL,field
6062,RENTAL OF PUBLIC ADDRESS SYSTEM FOR RALLY,field
6063,IE-MATHESON-CANDIDATE BOOKS,field
6064,ESTIMATED COST FOR CANVASSING SERVICES 4/21-4/27,field
6065,"PRODUCTION, TV AND DIGITAL FOR THREE ADS SUPPORTING JOE HECK FOR SENATE, APRIL 25 - MAY 5.",digital
6066,TELEMARKING,fundraising
6067,IE-DAVIDSON-EMAIL MARKETING,digital
6068,RADIO AD BUY (ESTIMATE),media
6069,MUSIC LICENSE FOR RADIO AD (INVOICED 9/17). AD AIRS 9/21 - 9/26,media
6070,LIFE OPERATOR ADVOCACY CALLS,field
6071,IE-FIORINA-DOOR HANGERS,field
6072,MEDIA PRODUCTION - ESTIMATE,media
6073,ONLINE ADVERTISING - STUDENTS4HAGAN,digital
6074,FIRST TV PLACEMENT,media
6075,"TIME SPENT ON COORDINATING WEBSITE, SURVEY & FOCUS GRPS, MTG/CALLS RE VOTER MESSAGES",digital
6076,EVENT STICKERS,administrative
6077,PRODUCTION COSTS - FUNDER,fundraising
6078,TV AD PRODUCTION COSTS (ADDED TO AIR BUY REPORTED 4/19/16),media
6079,LIVE CALLS - 10/13/2012,field
6080,"DIGITAL ADVERTISEMENT RICHARD PETTY SUPPORTS THOM TILLIS SUPPORTING THOM TILLIS, 10/2 - 10/13.",digital
6081,PRINT AND ON-LINE AD,digital
6082,POSTAGE  FOR MAILERS (COST OF LIVING),administrative
6083,ESTIMATED COST OF WEB ADS,digital
6086,IE-HASNER-ONLINE ADS,digital
6087,STAFF TRAVEL COSTS,travel
6088,"TV AND DIGITAL OPPOSING TED STRICKLAND, THE NUMBERS, 4/7 - 4/22.",digital
6089,TV AD BUY AND PRODUCTION,media
6090,IE-MOURDOCK-DIGITAL ADVERTISING,digital
6091,TV ADS - TOO LONG,media
6092,BILLBOARD ADVERTISEMENT,media
6093,WEB AD DELIVERY,digital
6094,TELEVISION ADVERTISEMENT - COLUMBUS MEDIA BUY,media
6095,CREATIVE PRODUCTION AND MEDIA BUY,media
6096,CANVASSING LITERATURE DESIGN,field
6097,IE-PRINTING/POSTAGE-BLUM,administrative
6098,BILLBOARD ADVERTISING & SHIPPING OF HELLO ROMNEY,media
6100,FLORIDA FIRST STAFF TIME (DID NOT CROSS $10K THRESHOLD UNTIL 9/7/2016),administrative
6101,IE-LEE-EMAIL LIST RENTAL,digital
6102,TV AD PLACEMENT ('FLOOD OF LIES'),media
6103,IE-CRUZ-BLOG POSTS,digital
6104,RADIO AND DIGITIAL ADVERTISING,digital
6105,WATER FOR EVENT,administrative
6106,DIGITAL ADVERTISING-ESTIMATED COSTS,digital
6107,MEDIA BUY & PRODUCTION,media
6108,PREVIOUSLY REPORTED MEDIA BUY WITH NEW DISSEMINATION DATE  - ESTIMATE,media
6109,RADIO/MAIL,media
6110,ADVERTISING - MEDIA,media
6111,GENERATOR RENTAL,administrative
6112,IE-TIPTON-DOOR HANGERS,field
6113,VOTER ADVOCACY CALLS (11/1/12-11/16/12 ESTIMATE),field
6114,GRASS-ROOTS CONSULTING SERVICES,consulting
6115,IE-MACK-VOTER MAIL,field
6116,TALENT & CREW TRAVEL EXPENSES - ELECT HILLARY CLINTON RALLY - NON-CONTRIBUTION ACCOUNT,travel
6117,TV AD AIR BUY PRODUCTION COSTS MACHINE POLITICIAN,media
6119,LEADERSHIP ONLINE AD PLACEMENT (ACTUAL NOT ESTIMATED),digital
6120,RADIO AD BUY/PRODUCTION,media
6121,PRINT AD DESIGN (DEFEAT ORMAN),media
6122,DIGITAL ADVERTISING (PLACEMENT AND PRODUCTION COST),digital
6123,LATINO RADIO AD,media
6124,PHONEBANKING ON ROMNEY COURT,field
6125,MEAL AT OBAMACIN ONLINE AD FILMING,digital
6126,DIRECT MAIL - 4/12/2016,fundraising
6127,CAMPAIGN CONSULTANTS,consulting
6128,IN-KIND: LIST RENTAL,fundraising
6129,POLLING & VOTER FILE INFORMATION,polling
6130,CONSULTANT FOR RADIO AD,consulting
6131,AERIAL BANNERS,media
6132,PRINTED CARDS,administrative
6133,MEAL AND HOTEL STIPEND,travel
6134,COFFMAN-COMMON SENSE,administrative
6135,PRINTING AND SHIPPING CAMPAIGN MATERIALS,administrative
6136,"LETTER PRINTING, ADDRESSING, POSTAGE",administrative
6138,IE-MILLER-WEB ADS,digital
6139,PHONE BANK - NON-CONTRIBUTION ACCOUNT,field
6140,BREAKFAST FOR CANVASS TEAM,field
6141,ESTIMATED COST: ONLINE ADVERTISING SERVICES,digital
6142,ESTIMATED COST FOR ADVERTISING PRODUCTION AND DESIGN,media
6143,STAFF TIME & FOOD FOR PHONEBANKING 9/1 - 9/30,field
6144,MEDIA PRODUCTION EXPENSES - SOUND,media
6145,CREATION & PRODUCTION OF TV/DIGITAL AD (BRUCE'S STORY),digital
6146,STAFF TIME FOR PHONEBANKING,field
6147,MEETING ROOM FOR PHONE BANKS,field
6149,IE-SMITH-VOTER ID MAILING,field
6150,DATA FOR AI CALLS OPPOSING CANDIDATE,digital
6151,IE-DUCKWORTH-VOTER BOOKS,field
6152,TECH FOR EVENT,administrative
6154,POSTAGE FOR MAILERS (KANDER SUPREME COURT),administrative
6155,IE-VOTER CALLS-SCOTT BROWN,field
6156,WEB ADS; ALSO SUPPORT CORY GARDNER,digital
6157,IN-KIND PAYMENT VIA CC BY STUART SMITH TO NEWS15 FOR MEDIA BUYS & PRODUCTION COSTS,media
6158,PRINTING AND SHIPPING FOR DOOR HANGERS,field
6159,MEDIA PLACEMENT (ESTIMATE 10/15/12-10/21/12),media
6160,CANVASSER - MILWAUKEE,field
6161,ONLINE ADVERTISING THROUGH 11/7 - ESTIMATE,digital
6162,VOTE BY MAIL PIECE,media
6164,IE-BEVIN-MEDIA PRODUCTION,media
6165,IOWA DRUDGE AD BLOCK,media
6166,NEIGHBORS SHIPPING TV PRODUCTION,media
6167,IE-MATHIS-ONLINE PROCESSING,digital
6168,PRINT 4 COLOR POSTCARDS - ESTIMATED COST,administrative
6169,NEWSPAPER AD - SD,media
6170,"MAGAZINE INSERT, PRINTING AND SHIPPING, NATIONALLY DISTRIBUTED - $46.25 PER STATE FOR 49 STATES",media
6171,FOOD FOR 10/12/12 - 10/24/12,administrative
6172,MEDIA PRODUCTIION,media
6173,DOOR HANGER -- COLORADO; ALSO OPPOSES BARACK OBAMA,field
6174,"DIRECT MAIL;PAID:$10,301.20 - RED PRINTING & MAIL; $265.00 - POLITICAL DATA; $8,367.88 - U. S. P. S.",fundraising
6176,TELEPHONE CALLLS,administrative
6177,IE-HATCH-STAFF & OVERHEAD,administrative
6179,RADIO ADS 10/12+,media
6180,10/11 TO 10/12 TELEVISION PRODUCTION FOR,media
6181,IE-ONLINE PROCESSING,digital
6183,ONLINE ADVERTISING 8/13,digital
6185,IE-FISCHER-ONLINE PROCESSING,digital
6186,CAMVASS FIELD MANAGEMENT,field
6189,IE-RADIO-DOMINO,media
6190,CAVASSER,field
6191,VIDEO PRODUCTION & TRAVEL (ESTIMATE),travel
6193,ONLINE AD PRODUCTION AND PLACEMENT: 'NICE',digital
6194,WIRE FEES,administrative
6195,SOCIAL MEDIA PRODUCTION & PLACEMENT: FLORIDA ENDORSEMENT,digital
6196,FOOD & SNACKS FOR CANVASSERS,administrative
6197,EST. OF NATIONWIDE TELEMARKETING CALLS OPPOSING HILLARY CLINTON. CALLS MADE FROM AUGUST 1 - 14TH.,fundraising
6198,INDEPENDENT EXPENDITURE - RADIO/MAIL/TELEPHONES FOR RE. AMI BERA,media
6199,DIRECT MAIL PRODUCTION AND POSTAGE -- THREE PIECES,fundraising
6200,MEDIA BUY (TV AD),media
6201,PAID DISTRIBUTION - VOTE FOR MARGARET HASSAN (ESTIMATED),media
6202,RADIO ADVERTISING/PRODUCTION: PROGRESSIVE,media
6203,TV AD PRODUCTION - SECOND AD,media
6204,FACEBOOK AD,digital
6205,STAFF TIME; 9/1 - 9/30 (ESTIMATE). FIRST PUBLIC COMMUNICATION DISSEMINATED 9/23/14,administrative
6206,MAD SCIENTIST PRODUCTION\TTV PRODUCTION,media
6208,ESTIMATE OF JUNE MONTHLY OUTBOUND PHONE FEES,administrative
6209,RADIO ADVERTISING PRODUCTION COSTS,media
6211,CABLE TV ADS - SUPREME COURT,media
6212,EST. PAYMENT FOR CANVASS-RELATED EXPENSES,field
6213,TELEVISION PRODUCTION-ALSO SUPPORTS CORY GARDNER,media
6214,SMS CREDITS FOR PHONE BANK EVENT (ESTIMATE),field
6215,TV AD PRODUCTION & PLACEMENT: FOUR YEARS,media
6216,LIST RENTAL MAIL #2,fundraising
6217,METRO FARE,travel
6219,PAYROLL & BENEFITS - ANOTHER FEMINIST FOR HILLARY,administrative
6220,JULY MONTHLY FACEBOOK ADVERTISING,digital
6222,CANVASSER GREEN BAY,field
6223,TELEPHONE SURVEY AND ANALYSIS,field
6225,POLL LOCATION MATCH,field
6226,RADIO ADVERTISING (NON-CONTRIBUTION ACCOUNT),media
6227,"MEDIA SUPPORTING KELLY AYOTTE, 11/1 - 11/8.",media
6228,THE EXHIBIT PLACE - INVOICE 27494,administrative
6229,OUTBOUND PHONE CALLS TO VOTERS,field
6230,WEBSITE TEMPLATE,digital
6231,NEWSPAPER ADS - THE CHOICE IS CLEAR - NON-CONTRIBUTION ACCOUNT,media
6232,TARGETTED CALLS,field
