,Purpose Code,Categorization
3623,PRO-GRAYSON MESSAGING/COMMUNICATION,media
4768,PROJECTED MILEAGE FOR CANVASSERS 9/1/16-9/31/16 NC,field
2425,PROJECTED MILEAGE FOR CANVASSERS 9/1-9/31/16 OH,field
921,PROJECTED MILEAGE REIMBURSEMENT FOR CANVASSERS IN FL 8/1-8/31,field
1125,PROJECTED MILEAGE REIMBURSEMENT FOR CANVASSERS IN NC 8/1-8/31,field
5992,PROJECTED MILEAGE REIMBURSEMENT FOR CANVASSERS ON OH 8/1-8/31,field
7523,PROJECTED PAYROLL FOR CANVASSERS 9/1/16-9/31/16 FL,field
1267,PROJECTED PAYROLL FOR CANVASSERS 9/1-9/31/16 OH,field
1877,PROJECTED PAYROLL FOR CANVASSERS IN FL 8/1-8/31,field
6948,PRO-KEATING MESSAGING/COMMUNICATION,media
2972,PRO-KOSMAS MESSAGING/COMMUNICATION,field
4475,PRO-KRATOVIL MESSAGING/COMMUNICATION,media
3765,PRO-KRATOVIL MESSAGING/COMMUNICATION MGMT,media
6619,PRO-MARKEY MESSAGING/COMMUNICATION,media
4238,PRO-MARRIAGE GOTV - AGAINST RON PAUL,media
5343,PROMOTE RUBEN GALLEGO FOR US HOUSE THROUGH TV AD TITLED HEALTH CARE,media
6046,PROMOTED TWEETS/TWITTER HANDLE,digital
5413,PROMOTED TWEETS/TWITTER HANDLE ESTIMATED,digital
1418,PROMOTION OF SOCIAL MEDIA POSTS,digital
6361,PRO-MURPHY MESSAGING/COMMUNICATION,media
3583,PRO-MURPHY MESSAGING/COMMUNICATION MGMT,media
438,PROPAGANDA,media
2514,PRO-PERRIELLO MESSAGING/COMMUNICATION,media
6875,PROPS FOR OBAMACIN ONLINE AD FILMING,digital
7150,PRO-REID MESSAGING/COMMUNICATION,media
984,PRO-SESTAK MESSAGING/COMMUNICATION DEV,media
1295,PRO-TEAGUE MESSAGING/COMMUNICATION,media
982,PRO-TITUS MESSAGING/COMMUNICATION,media
7356,PRO-TRIVEDI MESSAGING/COMMUNICATION,media
3735,PRO-TRUMP BRICKS FOR THE WALL,fundraising
391,PUBLIC AFFAIRS CONSULTING,consulting
889,PUBLIC OPINION SURVEY,polling
316,PUBLIC RELATIONS CONSULTING,consulting
585,PUBLICATIONS SUBSCRIPTIONS,administrative
7858,PUMPING IRON PLACEMENT\TTV PURCHASE,media
21,PUMPING IRON PRODUCTION SPANISH\TTV PRODUCTION,media
4453,PUMPING IRON PRODUCTION\TTV PRODUCTION,media
1508,PURCHASE A PRINTER,administrative
7788,PURCHASE OF AIR TIME FOR AD,media
4745,PURCHASE OF MAIL FILE (ABANDONED),fundraising
7823,PURCHASE OF MEDIA TIME FOR TV AD,media
889,PURCHASE OF NAMES,fundraising
1057,PURCHASE OF RADIO ADS,media
4175,PURCHASE OF RADIO TIME,media
97,PURCHASE OF TV TIME,media
385,PUSHCARDS (NON-CONTRIBUTION ACCOUNT),field
313,RACEWAY SIGN,administrative
582,RADIO,media
3363,RADIO - 'MORTGAGES',media
4775,RADIO & BUS SIGNS,media
2333,RADIO & TELEVISION ADVERTISING,media
1130,RADIO & TV ADVERTISING,media
3747,RADIO / MEDIA PLACEMENT,media
3241,RADIO / MEDIA PRODUCTION,media
507,RADIO AD,media
1758,RADIO AD - ADMIN,media
6796,RADIO AD - CANDIDATE SPECIFIC,media
5196,RADIO AD - MEDIA PLACEMENT,media
7646,RADIO AD  PRODUCTION COST 'BOGUS',media
5505,RADIO AD AIRING 10/25/10 - 11/01/10,media
6250,RADIO AD AND PRODUCTION,media
5955,RADIO AD BOOKING AND AIR TIME.,media
494,RADIO AD BUY,media
6068,RADIO AD BUY (ESTIMATE),media
532,RADIO AD BUY ESTIMATE,media
6120,RADIO AD BUY/PRODUCTION,media
1946,RADIO AD BUYS,media
4544,RADIO AD CONFESSION OF JUDGEMENT,media
5159,RADIO AD COSTS (FROM ADVANCE LINE 21),media
3760,RADIO AD DIRECT MAIL ADS,media
4945,RADIO AD DISTRIBUTION,media
991,RADIO AD FOUGHT,media
2721,RADIO AD IE DISSEMINATION DATE: 10/18/2,media
4193,RADIO AD KNOCK OUT,media
3501,RADIO AD MEDIA,media
3452,RADIO AD PLACEMENT (ESTIMATE),media
6665,RADIO AD PLACEMENT: 'WHY?',media
5514,RADIO AD PRODCUTION,media
2390,RADIO AD PRODUCTION - ESTIMATED COST,media
3173,RADIO AD PRODUCTION - FL - 8/27/12,media
1218,RADIO AD PRODUCTION - GORDON HOWIE FOR U.S. SENATE,media
5801,RADIO AD PRODUCTION & PLACEMENT: BIGGERT,media
7983,RADIO AD PRODUCTION AIRTIME WEB ADVOCACY,media
2469,RADIO AD PRODUCTION AND PLACEMENT,media
4761,RADIO AD PRODUCTION COST,media
1759,RADIO AD PRODUCTION COST BUSINESS PAGES,media
3887,RADIO AD PRODUCTION COST 'BUSINESS PAGES',media
4360,RADIO AD PRODUCTION COSTS (FROM ADVANCE LINE 21),media
6720,RADIO AD PRODUCTION LOST,media
4760,RADIO AD PRODUCTION/ESTIMATED COST,media
3469,RADIO AD PRODUCTION/PLACEMENT,media
1478,RADIO AD PRODUCTION: COAL VA,media
7330,RADIO AD PRODUCTION: ENOUGH,media
5020,RADIO AD PRODUCTION: HARRY REID VOTES,media
5872,RADIO AD/PRODUCTION,media
2910,RADIO AD: CHANGED,media
3327,RADIO AD: PRODUCTION,media
5834,RADIO AD: PRODUCTION AND MEDIA BUY,media
4550,RADIO AD: WHO,media
2542,RADIO AD; BETTER,media
477,RADIO ADS,media
5769,RADIO ADS -  FLOTUS NEED,media
4623,RADIO ADS - CONFUSED,media
5932,RADIO ADS - ENOUGH,media
3632,RADIO ADS - FL - 8/27/12,media
916,RADIO ADS - NY - 10/28,media
2829,RADIO ADS - OH - 10/31/12,media
5039,RADIO ADS - RIGHT CHOICE FOR WOMEN - NON-CONTRIBUTION ACCOUNT,media
3724,RADIO ADS - THE CHOICE IS CLEAR - NON-CONTRIBUTION ACCOUNT,media
7825,RADIO ADS - UT 9/27/12,media
2259,RADIO ADS - VOTES MATTER,media
490,RADIO ADS (10/07 - 10/31/2016),media
4521,RADIO ADS (10/10 - 10/22/2016),media
772,RADIO ADS (10/10 - 10/23/2016),media
1533,RADIO ADS (10/11 - 10/21/2016),media
311,RADIO ADS (10/15 - 10/31/2016),media
3845,RADIO ADS (10/23 - 10/30/2016),media
3658,RADIO ADS (10/31 - 11/05/2016),media
7085,RADIO ADS (PHOENIX AZ),media
2052,RADIO ADS 08/31 - 09/12,media
6179,RADIO ADS 10/12+,media
7422,RADIO ADS 10/21+,media
2875,RADIO ADS 10/6+,media
4939,RADIO ADS 10/9-10/15/12,media
3347,RADIO ADS 4/15 TO 4/21,media
91,RADIO ADS AZ-04 PRIMARY,media
1755,RADIO ADS FOR SPENCE AND AKIN,media
2541,RADIO ADS FOR THE BLUNT CAMPAIGN,media
2317,RADIO ADS FRO VICKY HARTZLER,media
5308,RADIO ADS PRODUCTION COST,media
1933,RADIO ADS PRODUCTION COST - ESTIMATED,media
1540,RADIO ADS 'STAND UP' & 'COMMITMENT',media
4427,RADIO ADS STARTING 4/30+ TIME AND PRODUCTION,media
1210,RADIO ADS STARTING 5/6,media
2419,RADIO ADS STARTING 9/13/2013 AND RUNNING THROUGH 9/25/2013.,media
2408,RADIO ADS TO BEGIN 10/22/2014,media
2137,RADIO ADS/DISTRIBUTION,media
1676,RADIO ADS; 11/1 -11/8,media
553,RADIO ADVERTISEMENT,media
973,RADIO ADVERTISEMENT 'DEBT,media
5442,RADIO ADVERTISEMENT 'DEBT',media
3907,RADIO ADVERTISEMENT DISSEMINATION,media
6966,RADIO ADVERTISEMENT FOR DEBATE PARTY - DID NOT CROSS $10000 THRESHOLD,media
7601,RADIO ADVERTISEMENT MEDIA BUY IN NEW YORK AND FLORIDA. AD AIRS 9/21 - 9/26.,media
3168,RADIO ADVERTISEMENT MEDIA BUY IN WEST VIRGINIA. AD AIRS 5/7 - 5/13.,media
314,RADIO ADVERTISEMENT; DOES NOT REACH $10000 UNTIL 10/11,media
5225,RADIO ADVERTISEMENTS RUNNING FROM OCTOBER 5 2012 TO OCTOBER 242012,media
4017,RADIO ADVERTISEMENT-WILL,media
432,RADIO ADVERTISING,media
7873,RADIO ADVERTISING - AD PRODUCTION,media
7232,RADIO ADVERTISING - PLACEMENT CHOOSE WV,media
2780,RADIO ADVERTISING - PRODUCTION/PLACEMENT,media
2037,RADIO ADVERTISING - TRANSMISSION FEES,media
5231,RADIO ADVERTISING & PRODUCTION,media
5091,RADIO ADVERTISING (10.23.12-11.06.12),media
5531,RADIO ADVERTISING (IN-KIND); ALSO SUPPORTS MITT ROMNEY,media
6226,RADIO ADVERTISING (NON-CONTRIBUTION ACCOUNT),media
3001,RADIO ADVERTISING (PLACEMENT COST),media
5898,RADIO ADVERTISING (PLACEMENT),media
3270,RADIO ADVERTISING (PRODUCTION COST),media
5086,RADIO ADVERTISING (PRODUCTION COSTS),media
7421,RADIO ADVERTISING (PRODUCTION),media
4934,RADIO ADVERTISING (PRODUCTION/PLACEMENT) & WEBSITE PRODUCTION,digital
4691,RADIO ADVERTISING 10/22-26,media
737,RADIO ADVERTISING 10/29-11/1,media
7038,RADIO ADVERTISING 10/29-31,media
5775,RADIO ADVERTISING 10/30-11/1,media
5708,RADIO ADVERTISING 10/31-11/1,media
1085,RADIO ADVERTISING 11/3-6,media
2466,RADIO ADVERTISING 3/14 - 3/19 - SPECIAL,media
4906,RADIO ADVERTISING 6/1 TO 6/5,media
7319,RADIO ADVERTISING 6/2 TO 6/4,media
543,RADIO ADVERTISING AND PRODUCTION; ALSO SUPPORTS NEWT GINGRICH,media
569,RADIO ADVERTISING BUY,media
3681,RADIO ADVERTISING BUY FOR 07/28/16,media
4423,RADIO ADVERTISING BUY FOR 10/20/14 NEW JERSEY AD,media
4652,RADIO ADVERTISING EXPENSES,media
305,RADIO ADVERTISING IE 5/1,media
6759,RADIO ADVERTISING IE 5/1/12,media
2056,RADIO ADVERTISING IE 7/4,media
7900,RADIO ADVERTISING KMLE KTAR KFYI,media
732,RADIO ADVERTISING OF CHANGE COURSE,media
41,RADIO ADVERTISING OF NEXT CALLER,media
1713,RADIO ADVERTISING OF 'SCRATCH OFF',media
6209,RADIO ADVERTISING PRODUCTION COSTS,media
7002,RADIO ADVERTISING PRODUCTION FOR 10/20/14 NEW JERSEY AD,media
4759,RADIO ADVERTISING SERVICES,media
6202,RADIO ADVERTISING/PRODUCTION: PROGRESSIVE,media
2000,RADIO ADVERTISING: AIRING BEGINNING 8/10/16,media
7729,RADIO ADVERTISING: AIRING BEGINNING 8/18/16,media
830,RADIO ADVERTISING: PLACEMENT,media
3597,RADIO ADVERTISING: PRODUCTION/PLACEMENT,media
578,RADIO ADVERTISING; ALSO OPPOSES MITT ROMNEY,media
6787,RADIO AIRTIME AND PRODUCTION COSTS,media
2376,RADIO AIRTIME-BRETT GUTHRIE,media
2844,RADIO AIRTIME-NAN HAYWORTH,media
7572,RADIO AIRTIME-TOM LATHAM,media
2495,RADIO AND EMAIL ADVERTISING,digital
4247,RADIO AND EMAIL ADVERTISING AND PRODUCTION,digital
3491,RADIO AND EMAIL ADVERTISING/PRODUCTION,media
5422,RADIO AND EMAIL ADVERTISING; ALSO OPPOSES MITT ROMNEY,digital
6416,RADIO AVERTISING 10/27-28,media
558,RADIO BUY,media
3854,RADIO BUY - CANDIDATE SPECIFIC,media
5172,RADIO BUY & PRODUCTION,media
5320,RADIO BUY & PRODUXCTION,media
5704,RADIO BUY AD PRODUCTION,media
7268,RADIO BUY MAIL SERVICES,media
1834,RADIO BUY/ MEDIA COMMISSION,media
4302,RADIO ENERGY INDEPENDENCE PRODUCTION,media
5085,RADIO INTERNET ADVERTISING,digital
5402,RADIO INTERVIEWS,media
3792,RADIO MEDIA - LOOPHOLE,media
3084,RADIO MEDIA BUY - CRABTREE/GULLESON RESPONSE,media
6233,RADIO MEDIA BUY - ENDORSED - DISSEMINATED 8/19/2016,media
5760,RADIO MEDIA BUY - 'GASTOS Y EMPLEOS' & 'SPENDING & JOBS' 10/28/2010,media
4173,RADIO MEDIA BUY - PREPARED - DISSEMINATED 8/20/2016,media
2010,RADIO MEDIA BUY - 'RECORD DE ENERGIA' & 'ENERGY VOTE' 10/28/2010,media
4143,RADIO MEDIA BUY-ALSO SUPPORTS THOM TILLIS,media
565,RADIO MEDIA PLACEMENT,media
2296,RADIO MEDIA PLACEMENT AND PRODUCTION,media
87,RADIO MEDIA PRODUCTION,media
4866,RADIO MEDIA PRODUCTION AND PLACEMENT,media
4240,RADIO MEDIA PURCHASE,media
187,RADIO NATIONAL SECURITY PRODUCTION,media
476,RADIO PLACEMENT,media
6603,RADIO PLACEMENT AND PRODUCTION,media
457,RADIO PRODUCTION - COMMUNITY,media
3794,RADIO PRODUCTION - ENDORSED - DISSEMINATED 8/19/2016,media
4211,RADIO PRODUCTION - REAL PLAN - DISSEMINATED 10/28/16,media
7690,RADIO PRODUCTION - SHIPPING,media
3901,RADIO PRODUCTION (ESTIMATE),media
5304,RADIO PRODUCTION AND AD BUY,media
1372,RADIO PRODUCTION AND MEDIA BUY - CHANGED,media
3405,RADIO PRODUCTION ESTIMATE - PREPARED - DISSEMINATED 8/20/2016,media
2219,RADIO PRODUCTION 'GOLD DIGGING' - ESTIMATE,media
7290,RADIO PRODUCTION: WRITING/PRODUCING/EDITING/VOICE-OVER ETC  - 'NAME FOR HIMSELF',media
699,RADIO PURCHASE AND PRODUCTION COSTS,media
244,RADIO SPOT ADVERTISING,media
2270,RADIO SPOT AND PRINT ADS,media
4047,RADIO SPOTS - SUPERTALK MISSISSIPPI,media
2980,RADIO TIME,media
2921,RADIO TIME BUY,media
189,RADIO TV  ONLINE ADS REPUBLICANS,digital
2630,RADIO TV & ONLINE ADS 'REPUBLICANS',digital
2253,RADIO TV AD PRODUCTION & BUY,media
4084,RADIO/ DIGITAL ADS,digital
7,RADIO/DIGITAL ADS,digital
4072,RADIO/MEDIA PLACE-AGG UPDATED GOING FWD,media
4873,RADIO/MEDIA PLACEMENT,media
6991,RADIO/MEDIA PROD-AGG UPDATED GOING FWD,media
196,RADIO/MEDIA PRODUCTION,media
2766,RADIO/SHIRTS/MAILING,media
3666,RADO AD BUY,media
2076,RAIL PRODUCTION\TTV PRODUCTION,media
5576,RAIN PONCHOS,administrative
4735,RALLY FOOD,field
5325,RALLY SIGNS - NON-CONTRIBUTION ACCOUNT,field
1123,RALLY SIGNS AND SHIPPING,field
369,RALLY SIGNS BUMPERSTRIPS FOR RESTRICTED,field
6282,RALLY SITE RENTAL AND SECURITY,field
748,RECORD PRODUCE DISTRIBUTE GET OUT THE VOTE CALLS,field
4828,RECORDED PHONE CALL,field
1987,RECORDED PHONE CALLS,field
156,RECORDED TELEPHONE CALLS,administrative
1326,RECRUITING ADS 9/26-10/2,media
6734,RECRUITING ADS ACROSS 50 STATESREPORTING BASED ON SINGLE ENTRY REPORTING IN AO-2003,media
5895,REDFORD APPEAL - COPYWRITING,media
766,REDISTRICTING LEGAL,legal
728,REDISTRICTING LEGAL FEES,legal
854,REFUND OF TRAVEL DEPOSIT,travel
5577,REGISTER,field
5765,REGISTER TO VOTE,field
6845,REIMB FOR CANVASSERS,field
863,REIMB LEB,travel
864,REIMB LETS,travel
7248,REIMB. - CANVASSING SUPPLIES,field
5347,REIMB. CANVASSING EQUIPMENT AND TRANSPORTATION; ULTIMATE PAYEE WAS AMAZON AND RACETRAC,field
4660,REIMB. PREPAID DEBIT CARD; ULTIMATE PAYEE WAS DUANE READE,administrative
3503,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE MINIMART ON THE GREENS,field
3012,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEE SHELL AND AFP GROUP,field
2141,REIMB: CANVASSING TRANSPORTATION ULTIMATE PAYEES: CHEVRON; APF GROUP; FINISHLINE PETROLEUM,field
3506,REIMB: TRANSPORTATION; ULTIMATE PAYEE SHELL,travel
937,REIMBURSE MILEAGE,travel
187,REIMBURSE STAFF RELATED COSTS,administrative
925,REIMBURSE TRAVEL EXPENSES,travel
7479,REIMBURSE VIDEO PRODUCTION COSTS,media
5750,REIMBURSED CREDIT CARD - SEE MEMOS,administrative
3292,REIMBURSED EXPENSES - SEE MEMOS,administrative
168,REIMBURSED EXPENSES SEE MEMOS,administrative
910,REIMBURSED MILEAGE,travel
130,REIMBURSEMENT - EVENT FEE,administrative
7084,REIMBURSEMENT - GAS STORAGE,travel
4899,REIMBURSEMENT - STAFF TIME (ESTIMATE),administrative
7074,REIMBURSEMENT FOR CAMPAIGN SUPPLIES,administrative
337,REIMBURSEMENT FOR CANVASS EXPENSES PROGRAM COSTS,field
2842,REIMBURSEMENT FOR COSTUME PURCHASE,administrative
714,REIMBURSEMENT FOR EVENTS,administrative
3726,REIMBURSEMENT FOR FACEBOOK ADS,digital
691,REIMBURSEMENT FOR LEGAL FEES,legal
1937,REIMBURSEMENT FOR LIST PURCHASE FOR ELECTRONIC COMMUNICATIONS,digital
272,REIMBURSEMENT FOR LOCAL UNION POLITICAL PROGRAM SUPPORT,field
6942,REIMBURSEMENT FOR MAGAZINE PHOTOS (AP),media
371,REIMBURSEMENT FOR MAGAZINE POSTAGE,administrative
2901,REIMBURSEMENT FOR MAGAZINE POSTAGE (NATIONALLY DISSEMINATED),administrative
6021,REIMBURSEMENT FOR MAGAZINE POSTAGE NATIONALLY DISTRIBUTED - $1.11 PER STATE FOR 49 STATES,administrative
6311,REIMBURSEMENT FOR MAGAZINE STAFF TIME,media
4371,REIMBURSEMENT FOR NEWSPAPER AD IN BIG SANDY NEWS,media
7252,REIMBURSEMENT FOR ON-LINE ADVERTISING,digital
696,REIMBURSEMENT FOR PHONES FOR GOTV PHONE BANK,field
210,REIMBURSEMENT FOR POLITICAL PROGRAM SUPPORT GRANTS,field
6234,REIMBURSEMENT FOR PRINTING CAMPAIGN MATERIALS,administrative
1117,REIMBURSEMENT FOR RENTAL SPACE FOR PHONE BANK,administrative
7691,REIMBURSEMENT FOR STAFF TIME,administrative
890,REIMBURSEMENT FOR TRAVEL,travel
7207,REIMBURSEMENT FOR TRAVEL + MATERIALS,travel
917,REIMBURSEMENT FOR TRAVEL EXPENSES,travel
782,REIMBURSEMENT FUNDRAISER EVENTS,administrative
847,REIMBURSEMENT MILEAGE,travel
3847,REIMBURSEMENT OF CAB FARE,travel
5979,REIMBURSEMENT OF INTERNET ON AIRPLANE FEE,travel
6257,REIMBURSEMENT OFFICE EXPENSE,administrative
625,REIMBURSEMENT PER DETAIL,administrative
73,REIMBURSEMENT SEE BELOW,administrative
6682,REIMBURSEMENT TO VOLUNTEER FOR MEALS,administrative
837,REIMBURSEMENT TRAVEL,travel
831,REIMBURSEMENT TRAVEL AIR,travel
870,REIMBURSEMENT TRAVEL EXPENSES,travel
671,REIMBURSEMENTS LODGING CAMPAIGN EVENTS,travel
7,RENT,administrative
2481,RENT FOR CANVASS OFFICE,field
1766,RENT FOR PHONE BANK CENTER,administrative
3805,RENT FOR PHONE BANK OFFICE,administrative
149,RENT OCCUPANCY,administrative
135,RENT UTILITIES,administrative
788,RENTAL,administrative
4634,RENTAL CAR,travel
5230,RENTAL CAR FOR CONFERENCE,travel
2684,RENTAL CARS FOR CANVASSING DEPLOYMENT 10/15-10/17,field
6808,RENTAL FEE,administrative
479,RENTAL OF OFFICE SPACE,administrative
6062,RENTAL OF PUBLIC ADDRESS SYSTEM FOR RALLY,field
6835,RENTAL OF SOUND AND STAGING EQUIPMENT FOR RALLY,field
2367,RENTAL SPACE FOR EVENT,administrative
2982,REPAY YARD SIGN COSTS,field
581,REPAYMENT OF CAMPAIGN COMMITTEE LOAN,administrative
159,REPORTING SERVICES,legal
802,RESEARCH,polling
2031,RESEARCH / RESEARCH SERVICES; DISSEMINATION DATE 05/12/2016,polling
909,RESEARCH AND POLLING,polling
306,RESEARCH CONSULTANT,consulting
263,RESEARCH CONSULTING SERVICES,consulting
868,RESEARCH EXPENSE,polling
917,RESEARCH FEE,polling
977,RESEARCH FOCUS GROUPS,polling
7233,RESEARCH FOR COMMUNICATIONS,media
939,RESEARCH MATERIALS,polling
4870,RESEARCH MESSAGE DEVELOPMENT CREATIVE DESIGN OF ADS,media
970,RESEARCH POLL,polling
823,RESEARCH POLLING,polling
810,RESEARCH SERVICES,polling
7363,RESEARCH SERVICES-ESTIMATED COSTS,polling
884,RESEARCH SURVEY,polling
7609,RESERVATION,administrative
761,RETAINER FOR LEGAL SERVICES,legal
252,RETIREMENT PLAN,administrative
165,RETIREMENT SERVICES,administrative
23,REVENUE PROCESSING FEES,administrative
4077,REVERSE PHONEBANKING - REPORTED TO WRONG VENDOR,field
4819,RFD,administrative
6028,RICHMOND-PODIUM,administrative
4732,ROAD SIGNS,administrative
1753,ROBO ADVOCACY CALLS (ESTIMATE),field
6661,ROBO CALL SERVICE,field
225,ROBO CALLS,field
3156,ROBO CALLS 2 (DISEMINATED 11/2),field
6035,ROBO CALLS AND DATA,field
6815,ROBO CALLS: HARRY REID VOTES 'BALANCE BUDGET AMENDMENT',field
977,ROBO CALLS: HARRY REID VOTES 'BALANCED BUDGET AMENDMENT',field
7374,ROBO CALLS: HARRY REID VOTES 'LAME DUCK',field
7378,ROBO CALLS: HARRY REID VOTES 'RETIREHARRYREID.COM',field
4399,ROBOCALL - DOBSON,field
4478,ROBOCALLS - MICHIGAN,field
2216,ROBOCALLS - NATIONALLY DISTRIBUTED,field
2798,ROBOCALLS - OH - 10/11/12 (PD 9/13/12),field
4524,ROBOCALLS - UTAH,field
1499,ROBOCALLS (ESTIMATE),field
5425,ROBOCALLS (NON-CONTRIBUTION ACCOUNT),field
4064,ROBOCALLS FOR 11/01/2012,field
6926,ROBOCALLS-OK,field
5062,ROLLING BILLBOARD,media
1761,ROLLING BILLBOARD: HARRY REID VOTES,media
1720,RON PAUL'S WRONG POSITION ON MARRIAGE,media
6378,ROOM FOR A MEETING,administrative
2072,ROOM RENTAL,administrative
3817,ROOM RENTAL FOR VOTER CONTACT ACTIVITIES,field
5508,ROOTS TV AD PROD/AIR TIME PURCHASE,media
2639,RUBBER STAMP TV PRODUCTION,media
4067,SAG FEES,travel
2124,SALARIES & BENEFITS,administrative
3064,SALARIES AND BENEFITS $4.69 EA FOR 15 CANDIDATES,administrative
7360,SALARIES AND BENEFITS $4.69 EA FOR 17 CANDIDATES,administrative
1800,SALARIES AND BENEFITS FOR BUS TOUR,travel
956,SALARIES BENEFITS AND TRAVEL EXPENSES,travel
320,SALARIES CONSULTANT FEES,consulting
895,SALARIES OVERHEAD TRAVEL,travel
534,SALARIES WAGES,administrative
3095,SALARIES WAGES AND TRAVEL EXPENSES,travel
4961,SALARIES. VARIOUS MEME POSTS ON SOCIAL MEDIA,digital
2,SALARY,administrative
2436,SALARY & BENEFITS,administrative
2577,SALARY (W/ TAXES & BENEFITS),administrative
2726,SALARY (W/ TAXES & BENEFITS) FOR WORK PRODUCING IES,administrative
59,SALARY AND BENEFITS,administrative
332,SALARY AND BENEFITS FOR PART-TIME STAFF TO HELP MANAGE INDEPENDENT EXPENDITURES,administrative
80,SALARY AND OVERHEAD EXPENSES,administrative
2441,SALARY AND TRAVEL FOR CANVASS,field
5673,SALARY BENEFITS & CANVASS-RELATED EXPENSES,field
1559,SALARY COSTS,administrative
176,SALARY EXPENSE,administrative
725,SALARY FOR CANVASS,field
173,SALARY MILEAGE,administrative
682,SALARY TRAVEL AND FOOD FOR CANVASS,field
266,SALARY WAGES,administrative
88,SALES TAX,administrative
1916,SAMPLE BALLOTS,field
5696,SCHWEIKERT MAILING (CREATIVE SVCS PRODUCTION MAILING),media
2824,SCRIPT WRITING,media
1913,SCRIPT WRITING & PRODUCTION MANAGEMENT - ELIZABETH AND RICH,media
7164,SCRIPT WRITING 'GOTV OBAMACARE QUIZ',field
804,SCRIPT WRITING/LIVE PHONE CALLS;,media
1851,SEACH ENGINE ADVERTISING,digital
4279,SEARCH AD: AZ-01,digital
3533,SEARCH AD: FL,digital
2123,SEARCH AD: IN,digital
1208,SEARCH AD: MO,digital
6402,SEARCH AD: NM,digital
84,SEARCH AD: NV,digital
847,SEARCH AD: OH,digital
32,SEARCH AD: WI,digital
7507,SEARCH ENGINE ADVERTISING,digital
5855,SEARCHING PLACEMENT TV,media
522,SECURITY,administrative
68,SECURITY SERVICES,administrative
24,SEE BELOW,administrative
994,SEE BELOW TRAVEL,travel
52,SEE MEMO,administrative
155,SEE MEMO ENTRY,administrative
14,SEE MEMO ITEMS,administrative
124,SEE MEMOS,administrative
3944,SENDING NEWS RELEASE,media
4312,SENDING NEWS RELEASE (ESTIMATE),media
3793,SENIORS PRODUCTION\TMAIL PRODUCTION,media
1195,SEPTEMBER CANVASSERS ESTIMATED,field
154,SERIES OF MAILERS,administrative
1999,SEVENTIES PRODUCTION,media
1599,SHARRON ANGLE RADIO ADVERTISEMENT,media
6027,SHAUN'S FLIGHT TO BOSTON & BAG FEE,travel
7464,SHIETS,administrative
5767,SHIP CAMPAIGN MATERIALS TO VILLAGE (REIMBURSE G. BRINGHURST),administrative
2248,SHIPMENT,administrative
7670,SHIPPIMG,administrative
4771,SHIPPING - EVENT BANNERS,administrative
1309,SHIPPING - NON-CONTRIBUTION ACCOUNT,administrative
737,SHIPPING AND EVENTS CATERING EXPENSES,administrative
5048,SHIPPING FEE  'SERVICE',administrative
865,SHIPPING OF ADS TO TV STATIONS. AD AIRS 5/7 - 5/13.,media
4950,SHIPPING OF 'BAD COMPANY',administrative
6828,SHIPPING OF PRINTED MATERIALS,administrative
203,SHIPPING OF 'SCRATCH',administrative
7380,SHIRTS,administrative
2362,SIDE PRODUCTION,media
4522,SIGN MATERIALS,administrative
6918,SIGN SUPPLIES,administrative
39,SITE AND EQUIPMENT RENTAL,administrative
195,SITE RENTAL CATERING,administrative
695,SKULLIES,administrative
888,SKYWALK PANELS WITH BROCHURE DISTRIBUTION,administrative
1831,SLATE CARD MAILER; DISSEMINATION DATE 05/12/2016,fundraising
3134,SLATE MAILER; PAID DATE 04/22/2014; DISSEMINATION DATE 05/05/2014.,fundraising
699,SMALL GIFTS,administrative
762,SMALL ITEMS  DISTRIBUTION,administrative
760,SMALL ITEMS AND DISTRIBUTION,administrative
4928,SMALL ITEMS AND DISTRIBUTION.,administrative
6214,SMS CREDITS FOR PHONE BANK EVENT (ESTIMATE),field
926,SNACKS FOR BUS TRIP,travel
7681,SNACKS/COFFEE FOR EVENT,administrative
117,SOCIAL MEDIA,digital
4001,SOCIAL MEDIA AD BUY,digital
994,SOCIAL MEDIA AD PLACEMENT FEE,digital
2653,SOCIAL MEDIA ADMINISTRATION AND MARKETING,digital
5627,SOCIAL MEDIA ADS,digital
137,SOCIAL MEDIA ADVERTISEMENT,digital
3176,SOCIAL MEDIA ADVERTISEMENT COSTS,digital
1866,SOCIAL MEDIA ADVERTISEMENTS,digital
186,SOCIAL MEDIA ADVERTISING,digital
2265,SOCIAL MEDIA ADVERTISING BUY FOR ADS RUNNING 11/5 - 11/8 - ESTIMATE,digital
7728,SOCIAL MEDIA AND DISPLAY AD DEVELOPMENT AND AD BUY,digital
5942,SOCIAL MEDIA BUY -- NOT STATE SPECIFIC,digital
2015,SOCIAL MEDIA COMMUNICATIONS,digital
336,SOCIAL MEDIA CONSULTING,consulting
3885,SOCIAL MEDIA MARKETING,digital
906,SOCIAL MEDIA NEVADA,digital
4187,SOCIAL MEDIA NEW HAMPSHIRE,digital
7420,SOCIAL MEDIA PLACEMENT -- FLORIDA; ALSO OPPOSES BARACK OBAMA,digital
7178,SOCIAL MEDIA PLACEMENT -- IOWA; ALSO OPPOSES BARACK OBAMA,digital
